symbol,name,sector,revenue,net_income,net_margin,market_cap,dividend_yield_pct,margin_tier,revenue_tier
EQR,Equity Residential,,3129216874.478151,858270379.2768742,27.427641282293838,24611481600.0,0.0426,20-30%,< $10B
AVB,AvalonBay Communities,,3083519148.551766,1040997161.7478178,33.76003558261482,26283393024.0,0.0387,30%+,< $10B
PODD,Insulet Corporation,Health Care,3053400075.7178674,370351440.53587395,12.129148861987984,9565331456.0,0.0,10-20%,< $10B
NDSN,Nordson Corporation,Industrials,2979794821.532441,550309786.9436524,18.468042932588244,17486260224.0,1.1900000000000002,10-20%,< $10B
PTC,PTC Inc.,Information Technology,2953972058.385748,1118699645.657217,37.87103004178553,13985372160.0,0.0,30%+,< $10B
DOC,Healthpeak Properties,Real Estate,2949806101.2238154,248131546.45078698,8.41179175634094,14455434240.0,5.949999999999999,0-10%,< $10B
RVTY,Revvity,Health Care,2911811131.5912127,232099709.67331824,7.970974049628112,13819975680.0,0.22,0-10%,< $10B
SBAC,SBA Communications,Real Estate,2870621912.101495,982375891.827889,34.22170950784395,19810893824.0,2.65,30%+,< $10B
INVH,Invitation Homes,Real Estate,2848004180.143858,643779368.2099824,22.604579470015523,16643763200.0,4.25,20-30%,< $10B
JKHY,Jack Henry & Associates,Financials,2544339015.1954904,489385999.74366736,19.234307881965414,11111445504.0,1.53,10-20%,< $10B
FDS,FactSet,Financials,2438459009.45079,539529267.8221811,22.125828883369188,9928833024.0,1.6099999999999999,20-30%,< $10B
TYL,Tyler Technologies,Information Technology,2429657145.3106756,312056327.5187655,12.843636318031344,14033524736.0,0.0,10-20%,< $10B
FICO,Fair Isaac,Information Technology,2393575043.4735265,745766316.7050433,31.157005866120517,21234579456.0,0.0,30%+,< $10B
MAA,Mid-America Apartment Communities,Real Estate,2218780956.1218877,405666552.2242667,18.283307827434843,15165504512.0,4.79,10-20%,< $10B
KIM,Kimco Realty,Real Estate,2187133955.9682736,576878862.9260352,26.376018777992183,15810505728.0,4.71,20-30%,< $10B
PAYC,Paycom,,2140700019.7644627,425926841.97195786,19.89661503431115,9716540416.0,0.6799999999999999,10-20%,< $10B
ESS,Essex Property Trust,Real Estate,1980775936.165638,441859806.008079,22.30740983573467,18913116160.0,3.73,20-30%,< $10B
UDR,"UDR, Inc.",Real Estate,1766330047.5472448,580435500.1172949,32.861100954677035,13004694528.0,4.79,30%+,< $10B
VRSN,Verisign,Information Technology,1707899953.370708,831680015.6977768,48.69606173689359,25939376128.0,1.15,30%+,< $10B
REG,Regency Centers,Real Estate,1685532013.5685287,555267437.910085,32.943155836862395,14085470208.0,3.9800000000000004,30%+,< $10B
CPT,Camden Property Trust,Real Estate,1581868044.5304446,350669695.9874867,22.16807509324067,12048918528.0,4.05,20-30%,< $10B
FRT,Federal Realty Investment Trust,Real Estate,1335422989.194014,432720733.707211,32.40327126376466,10067095552.0,3.9600000000000004,30%+,< $10B
ENPH,Enphase Energy,,1328501979.6722708,133466086.19909355,10.046359602115038,4852351488.0,0.0,10-20%,< $10B
TECH,Bio-Techne,Health Care,1215038919.1263263,181909148.51427287,14.971466810715384,11330117632.0,0.44,10-20%,< $10B
MKTX,MarketAxess,,870025020.8284814,297731843.08965033,34.22106674657876,5745591296.0,1.91,30%+,< $10B
PARA,Paramount Global,,10624419.315034205,57170470.165632576,538.104422184588,3764018.0,0.0,30%+,< $10B
